time	V(v2s)
Step Information: Cl=1µ  (Step: 1/9)
6.933221823467844e-07	5.016301e+00
8.446790642302998e-07	5.016294e+00
1.093634934135897e-06	5.016273e+00
1.311784859440624e-06	5.016264e+00
1.575524557003017e-06	5.016263e+00
1.853189522553881e-06	5.016266e+00
2.277815496285605e-06	5.016268e+00
2.975499645780042e-06	5.016269e+00
3.975499645780043e-06	5.016269e+00
4.975499645780042e-06	5.016269e+00
5.975499645780042e-06	5.016269e+00
6.975499645780042e-06	5.016269e+00
7.975499645780042e-06	5.016269e+00
8.975499645780043e-06	5.016269e+00
9.975499645780044e-06	5.016269e+00
1.097549964578004e-05	5.016269e+00
1.197549964578004e-05	5.016269e+00
1.597549964578005e-05	5.016269e+00
9.919754996457958e-04	5.016269e+00
9.979754996457953e-04	5.016269e+00
9.990010000000000e-04	5.016269e+00
9.990520007084095e-04	5.016269e+00
9.993580049588665e-04	5.016269e+00
9.995929943327239e-04	5.016269e+00
9.995939943327238e-04	5.016269e+00
9.995959943327236e-04	5.016269e+00
9.995999943327233e-04	5.016269e+00
9.996079943327225e-04	5.016269e+00
9.996239943327210e-04	5.016269e+00
9.996559943327181e-04	5.016269e+00
9.997199943327121e-04	5.016269e+00
9.998479943327003e-04	5.016269e+00
9.998489943327002e-04	5.016269e+00
9.998509943327000e-04	5.016269e+00
9.998549943326996e-04	5.016269e+00
9.998629943326989e-04	5.016269e+00
9.998789943326974e-04	5.016269e+00
9.999489886653771e-04	5.016269e+00
9.999729659961195e-04	5.016269e+00
9.999739659961194e-04	5.016269e+00
9.999759659961192e-04	5.016269e+00
9.999879659961181e-04	5.016269e+00
9.999909659961178e-04	5.016269e+00
9.999949659961174e-04	5.016269e+00
